date,debit_massique_de_la_pulpe_a_lentree_thickener,debit_volumique_de_pulpe_a_lentree_thikner_,debit_massique_de_la_pulpe_sortie_thickener_,debit_volumique_de__de_la_pulpe_sortie_thikner__thickener_,debit_pompe_de_circulation_,densite_pulpe__pompe_de_circulation,densite_pulpe_sortie__thickener,densite_pulpe_entre__thickener,debit_de_floculent_p1,debit_de_floculent_p2,pression_du_lit_de_pulpe_de_phosphate,couple_de_racleur,niveau_du_lit,turbidite_deau_claire_du_thickener
2024-03-01 01:26:00,266.5571276,60.02730821,264.5622069,253.1824119,307.2224928,1648.584447,1651.212426,1500.0,2696.822362,0.31320786,1.241922227,13.26664564,2.36374437,86.83877928
2024-03-01 01:27:00,264.9465499,60.25395985,247.2777781,255.0885916,317.7239848,1649.06818,1650.955045,1500.0,2639.333704,5.903870169,1.238652667,13.30291742,2.36370268,107.0138023
2024-03-01 01:28:00,260.00929,60.37204412,256.5967158,256.7096134,309.5805282,1650.633296,1651.896029,1500.0,2668.196799,0.305378823,1.23899247,13.09117458,2.363699224,86.00340248
2024-03-01 01:29:00,260.718295,59.92425105,258.8270216,255.3756209,318.4552137,1652.160597,1652.98086,1500.0,2689.636401,0.163325703,1.240336336,13.23353543,2.363643013,96.56134366
2024-03-01 01:30:00,263.2577751,59.41335165,254.3015707,255.2096351,315.3579188,1649.07519,1651.457761,1500.0,2617.339861,0.291493032,1.238052915,13.28432093,2.360749373,104.5229837
2024-03-01 01:31:00,262.4978649,59.51570907,256.8856461,256.6061545,310.6903193,1647.787492,1651.490427,1500.0,2670.27579,0.302295488,1.237743005,13.06828307,2.3574269,100.8148031
2024-03-01 01:32:00,266.0087091,59.18448149,261.9785841,256.2116795,316.1357521,1649.474254,1651.787986,1500.0,2679.513063,0.354463209,1.239267546,13.13255327,2.356482658,84.80118089
2024-03-01 01:33:00,269.3140973,59.04693282,259.6423107,254.2244161,310.9328058,1648.372125,1651.637086,1500.0,2703.431878,0.329497818,1.240089882,13.28889382,2.354993984,103.40245
2024-03-01 01:34:00,269.1127971,58.46300584,257.4158346,255.3404451,315.675079,1647.970242,1650.817573,1500.0,2686.142033,0.468197976,1.2372793,13.18971417,2.353815779,102.4263652
2024-03-01 01:35:00,267.8025553,58.08256757,262.1185014,256.483988,316.2907922,1649.754492,1651.194794,1500.0,2646.022693,0.370202147,1.238472551,13.07091968,2.353488453,85.78831885
2024-03-01 01:36:00,265.8444447,57.25544722,261.4815268,256.5359733,314.2649552,1649.402395,1650.141944,1500.0,2558.223742,13.55892682,1.240194275,13.25914132,2.354020493,106.5700728
2024-03-01 01:37:00,263.6795748,56.1780499,247.7965068,257.4683788,314.7232445,1645.119449,1648.775299,1500.0,2655.692821,7.843903159,1.236102002,13.21540496,2.35306827,103.3971579
2024-03-01 01:38:00,262.2925457,55.57252617,259.7626568,257.5196991,306.4815269,1644.798503,1649.679512,1500.0,2704.780852,0.378495806,1.237348348,13.00154106,2.353210363,86.5808537
2024-03-01 01:39:00,258.8851061,54.36090152,258.7014114,254.9503832,314.3635239,1647.09799,1651.194707,1500.0,2645.653731,2.397095594,1.23920352,13.17322417,2.352548313,115.877764
2024-03-01 01:40:00,259.2354913,53.84272218,259.0215127,253.3907194,312.8969852,1647.144759,1649.091943,1500.0,2710.610088,0.358459767,1.237771393,13.20213734,2.351839642,105.8619879
2024-03-01 01:41:00,263.5714108,53.25895851,260.1657131,255.785918,312.9978058,1647.153315,1649.549664,1500.0,2601.711226,0.302119951,1.236467937,13.00693985,2.35125494,97.64108785
2024-03-01 01:42:00,269.1424073,52.65524104,262.2084148,255.8149659,319.6435827,1648.701679,1649.039462,1500.0,2654.771661,0.359297699,1.237903831,13.0803558,2.350967341,81.08888147
2024-03-01 01:43:00,262.1705395,51.96094541,268.7131633,256.8856205,317.126277,1648.008446,1648.633746,1500.0,2704.608812,0.327529231,1.237765988,13.21333579,2.349542681,95.94034717
2024-03-01 01:44:00,255.4510054,50.92595161,242.4929218,259.1517366,308.7016192,1645.294354,1647.177809,1500.0,2648.299516,8.303864779,1.235668163,13.03888997,2.348830478,90.95494341
2024-03-01 01:45:00,258.0583968,49.86219745,244.2668936,258.0319562,317.3319633,1646.267554,1648.764964,1500.0,2661.66977,0.489712878,1.237201603,12.99908744,2.349809412,74.18162795
2024-03-01 01:46:00,268.6513589,49.07505089,254.6769995,253.7571371,308.768515,1645.87038,1648.690216,1500.0,2675.112476,0.297294055,1.239039443,13.21679164,2.350017449,97.51959543
2024-03-01 01:47:00,266.7430599,48.44618657,264.336079,254.6312544,312.5943285,1646.15204,1646.420476,1500.0,2702.057403,0.239816115,1.235111112,13.10784089,2.348886605,104.6401315
2024-03-01 01:48:00,266.6956664,47.59951917,259.034796,256.699129,312.8143425,1648.287944,1648.658219,1500.0,2682.624024,0.306532462,1.236103383,12.90565338,2.348841231,91.09921884
2024-03-01 01:49:00,270.4640167,47.00986438,262.0216264,257.4537814,317.1950007,1649.718071,1648.796944,1500.0,2714.746236,0.125920568,1.237997582,13.09948893,2.34885538,95.78456586
2024-03-01 01:50:00,269.9471021,46.61997713,258.1268053,259.4888148,316.8158404,1644.729325,1646.119537,1500.0,2632.114667,0.484542747,1.235948298,13.15438211,2.348876751,92.67388104
2024-03-01 01:51:00,268.943383,45.93808342,251.3116632,259.8504317,304.2326617,1642.218585,1645.838149,1500.0,2620.743958,0.393925773,1.235435361,12.91496332,2.347852983,89.95156064
2024-03-01 01:52:00,265.757249,45.65843987,258.3054619,256.7681442,318.6365511,1642.254105,1646.345481,1500.0,2598.033068,0.312518877,1.236855205,12.96258638,2.347695769,87.34131863
2024-03-01 01:53:00,263.7406428,45.08352689,260.9051448,254.5038006,309.0868547,1642.673126,1646.353145,1500.0,2699.22749,0.302064649,1.23653003,13.11047541,2.345171318,94.97354211
2024-03-01 01:54:00,262.5702673,44.87538649,256.6788682,256.8578586,314.2464092,1644.374303,1646.3407,1500.0,2644.284436,0.287437055,1.234439434,13.00290555,2.34436996,98.83370089
2024-03-01 01:55:00,264.7107779,44.33882915,260.8163171,258.0120687,316.9267948,1647.171248,1646.328804,1500.0,2619.651234,0.336743941,1.235778349,12.94030375,2.34435604,76.0652675
2024-03-01 01:56:00,267.845015,43.81334438,257.1906544,258.2031956,316.4197558,1645.950825,1646.045768,1500.0,2677.949791,0.506122732,1.237484247,13.13711268,2.343513801,93.0919876
2024-03-01 01:57:00,270.5978543,43.3378628,262.0045616,259.5729262,313.8399921,1644.551421,1643.911657,1500.0,2634.765659,0.294147851,1.233508231,13.04026484,2.338523731,98.65804757
2024-03-01 01:58:00,269.5951835,42.61701028,258.9438408,259.9313801,310.3003731,1642.921927,1645.11495,1500.0,2613.764544,8.887423473,1.235195188,12.81927308,2.335312677,72.31168233
2024-03-01 01:59:00,266.5203349,42.51076951,260.2064131,257.48273,312.9440103,1642.807273,1646.092098,1500.0,2671.171585,0.387345739,1.236804981,13.03380315,2.3314321,87.83970547
2024-03-01 02:00:00,264.5944716,42.64264876,253.5468544,255.8282423,311.2497596,1642.259348,1643.130861,1500.0,2620.836966,0.432719232,1.234881991,13.07588475,2.327462332,97.49712125
2024-03-01 02:01:00,261.9619166,42.52491933,254.4373516,257.8366885,311.074831,1644.475817,1643.724383,1500.0,2687.408562,10.42295364,1.234018645,12.88896915,2.327341299,94.66047402
2024-03-01 02:02:00,262.8828921,42.28307065,260.2305151,257.8124914,319.435486,1647.064433,1645.059477,1500.0,2654.537619,0.31618693,1.235606793,13.01906922,2.327171781,87.29709575
2024-03-01 02:03:00,269.7435687,42.13614213,255.3304696,258.891914,316.185922,1642.459487,1644.442068,1500.0,2661.980633,0.320656209,1.235132961,13.1665137,2.326123296,102.0349586
2024-03-01 02:04:00,272.0241586,41.81459395,261.0833726,261.0925321,309.7977521,1639.811935,1643.884911,1500.0,2626.959731,0.231974061,1.233861332,12.9237152,2.325899617,98.24554279
2024-03-01 02:05:00,262.4549642,41.46559061,257.7124416,259.8660721,316.8347456,1641.915221,1644.313518,1500.0,2658.661734,0.343770324,1.235021779,12.89318186,2.32443352,78.13151565
2024-03-01 02:06:00,259.8315441,41.03820526,261.0604084,256.9638438,306.1987867,1642.234349,1645.130832,1500.0,2693.874468,0.26814391,1.23653867,13.007065,2.32160478,108.2394631
2024-03-01 02:07:00,260.6887134,40.97750971,256.5605925,256.6389428,315.7543777,1642.388781,1643.868742,1500.0,2653.409412,0.314936857,1.232309781,12.9966913,2.314648111,97.41897121
2024-03-01 02:08:00,262.7155249,40.52167159,263.361445,258.0549276,311.952297,1644.780949,1643.851098,1500.0,2695.97566,12.72012371,1.234006642,12.94927376,2.310629212,79.83998151
2024-03-01 02:09:00,267.1423587,40.23076641,257.0080773,258.6954542,316.8689293,1646.697899,1643.828077,1500.0,2733.499788,0.313894263,1.235283055,13.03999822,2.306838674,93.16501799
2024-03-01 02:10:00,269.5806224,40.25796056,253.8856777,260.1736805,315.6687831,1641.367067,1643.345388,1500.0,2609.231097,0.339317618,1.23243482,13.0185154,2.301639171,103.0614673
2024-03-01 02:11:00,271.4068676,39.93933375,260.5267866,260.5292359,306.8026909,1639.815657,1643.691846,1500.0,2657.474533,0.137894556,1.233593325,12.80914468,2.298829671,104.0696639
2024-03-01 02:12:00,271.942807,39.55183715,261.8134199,255.6113639,318.1632652,1640.447225,1645.733704,1500.0,2637.855931,13.67010045,1.235275422,12.93775032,2.298757461,93.80134602
2024-03-01 02:13:00,262.1046644,39.29567163,256.1573179,253.126725,309.6022925,1639.434201,1643.564403,1500.0,2647.719903,0.417819394,1.234811563,13.01423574,2.29875248,100.5869282
2024-03-01 02:14:00,257.4317022,38.93114289,260.0593076,255.7167422,314.0835864,1639.164995,1642.349491,1500.0,2745.512572,4.709637483,1.232171359,12.90667844,2.298744755,97.46124537
2024-03-01 02:15:00,261.3228011,38.82890506,262.4897187,256.319045,317.3788171,1641.088953,1643.601942,1500.0,2643.663146,0.366479565,1.233730017,12.97547328,2.298628103,71.74876517
